bin_1,bin_2,bin_3,bin_4,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,user_id,target
1,0,0,1,0.8559,1.0,0.1546,0.0903,0.0,0.88,0.8559,0.1546,0.1471,0.118,0.1838,0.2458,0.0073,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3994,0.0,0.1443,0.1097,0.0,0.3978,0.3994,0.1443,0.0882,0.1615,0.1996,0.2458,0.0065,0.1829,0088407c,471c6c1b,1b71ea44,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.0,0.0,0.3866,0.0903,0.0,0.0,0.2297,0.3866,0.1471,0.118,0.1441,0.2458,0.0073,0.4898,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3566,0.0,0.1546,0.0903,0.0,0.3125,0.3566,0.1546,0.1471,0.118,0.2691,0.2458,0.0073,0.1959,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.1097,0.2,0.8126,0.8559,0.3464,0.1176,0.1429,0.2246,0.2458,0.1654,0.4389,dc029453,e9b19332,254a1505,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.1032,0.0,0.7745,0.8559,0.3464,0.0588,0.1366,0.2509,0.2458,0.0074,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.0,0.1385,0.1427,0.1649,0.0294,0.1118,0.2129,0.2458,0.0082,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,1,0,1,0.3566,0.0,0.1546,0.1484,0.0,0.355,0.3566,0.1546,0.0,0.205,0.2,0.2458,0.0057,0.1959,ab4271a7,46a2c293,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.4822,0.3994,0.1732,0.1471,0.118,0.1107,0.2458,0.0073,0.2195,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.0,0.1555,0.1427,0.1649,0.0294,0.1118,0.1557,0.2458,0.0082,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.0581,0.0,0.8616,0.8559,0.3464,0.0882,0.087,0.1943,0.2458,0.0041,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.79,0.1546,0.0903,0.0,0.8309,0.8559,0.1546,0.0294,0.1118,0.2129,0.2458,0.0082,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.3994,1.0,0.3464,0.0903,0.0,0.4021,0.3994,0.3464,0.1471,0.118,0.1943,0.2458,0.0073,0.4389,ab4271a7,46a2c293,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3994,0.0,0.1732,0.0581,0.0,0.46,0.3994,0.1732,0.0882,0.087,0.1309,0.2458,0.0041,0.2195,0088407c,471c6c1b,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1451,0.1427,0.1649,0.1471,0.118,0.1891,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
0,0,0,1,0.3994,0.0,0.1732,0.0903,0.6,0.3505,0.3994,0.1732,0.0588,0.1056,0.2684,0.2458,0.5299,0.2195,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.8559,0.68,0.3464,0.0903,0.0,0.9094,0.8559,0.3464,0.1471,0.118,0.1679,0.2458,0.0073,0.4389,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.43,0.1546,0.0903,0.6,0.6967,0.8559,0.1546,0.0588,0.1056,0.3134,0.2458,0.5299,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.3566,1.0,0.1546,0.0903,0.0,0.3237,0.3566,0.1546,0.1471,0.118,0.2491,0.2458,0.0073,0.1959,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1676,0.1427,0.1649,0.1471,0.118,0.1223,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.7,0.1546,0.0581,0.4,0.7027,0.8559,0.1546,0.0882,0.0621,0.308,0.2458,0.3447,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.0581,0.0,0.8439,0.8559,0.3464,0.0294,0.0807,0.2048,0.2458,0.0071,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.6,0.1161,0.1427,0.1649,0.0588,0.1056,0.3134,0.2458,0.5299,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3795,0.0,0.2474,0.0903,0.0,0.3445,0.3795,0.2474,0.1471,0.118,0.2491,0.2458,0.0073,0.3135,ab4271a7,46a2c293,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
0,0,0,1,0.1427,0.0,0.1649,0.0903,0.0,0.1346,0.1427,0.1649,0.1471,0.118,0.228,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.52,0.3464,0.129,0.0,0.8807,0.8559,0.3464,0.0588,0.1801,0.1834,0.2458,0.0149,0.4389,dc029453,e9b19332,254a1505,9ad4f36f,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.79,0.3464,0.0903,0.0,0.8309,0.8559,0.3464,0.0294,0.1118,0.2129,0.2458,0.0082,0.4389,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.5,0.1649,0.0903,0.6,0.1161,0.1427,0.1649,0.0588,0.1056,0.3134,0.2458,0.5299,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3994,0.0,0.1443,0.1032,0.0,0.3562,0.3994,0.1443,0.0588,0.1366,0.2591,0.2458,0.0074,0.1829,0088407c,471c6c1b,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,1,0,1,0.8559,1.0,0.3464,0.1097,0.0,0.778,0.8559,0.3464,0.0,0.1553,0.2484,0.2458,0.0046,0.4389,dc029453,e9b19332,254a1505,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.3592,0.3994,0.1732,0.1471,0.118,0.2543,0.2458,0.0073,0.2195,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,1,0,1,0.7874,0.85,0.1706,0.1097,0.0,0.7913,0.7874,0.1706,0.0,0.1491,0.1952,0.2458,0.0052,0.2162,dc029453,e9b19332,254a1505,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.75,0.1546,0.0581,0.4,0.857,0.8559,0.1546,0.0882,0.0621,0.197,0.2458,0.3447,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.0,0.0,0.3866,0.0903,0.0,0.0,0.2297,0.3866,0.1471,0.118,0.1441,0.2458,0.0073,0.4898,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1279,0.1427,0.1649,0.1471,0.118,0.2561,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1451,0.1427,0.1649,0.1471,0.118,0.1891,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3994,0.38,0.1732,0.0903,0.0,0.5468,0.3994,0.1732,0.0294,0.1118,0.0611,0.2458,0.0082,0.2195,ab4271a7,46a2c293,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.4378,0.3994,0.1732,0.0294,0.1118,0.1532,0.2458,0.0082,0.2195,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1291,0.1427,0.1649,0.1471,0.118,0.2507,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.6,0.1161,0.1427,0.1649,0.0588,0.1056,0.3134,0.2458,0.5299,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.51,0.3464,0.1032,0.0,0.7745,0.8559,0.3464,0.0588,0.1366,0.2509,0.2458,0.0074,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.3299,0.0581,0.0,0.1467,0.1427,0.3299,0.0294,0.0807,0.1836,0.2458,0.0071,0.418,1139858f,4eb42ee6,6dfa5bce,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
0,0,0,1,0.3994,0.0,0.1443,0.0581,0.0,0.3938,0.3994,0.1443,0.0294,0.0807,0.2048,0.2458,0.0071,0.1829,0088407c,471c6c1b,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.8559,1.0,0.1546,0.0581,0.0,0.8021,0.8559,0.1546,0.0882,0.0683,0.2316,0.2458,0.0042,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.0713,0.0,0.1649,0.0903,0.0,0.0684,0.0713,0.1649,0.0294,0.1118,0.2189,0.2458,0.0082,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3566,0.71,0.1546,0.0581,0.0,0.4003,0.3566,0.1546,0.0294,0.0807,0.1423,0.2458,0.0071,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.6,0.1161,0.1427,0.1649,0.0588,0.1056,0.3134,0.2458,0.5299,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.59,0.1649,0.0903,0.6,0.1417,0.1427,0.1649,0.0588,0.1056,0.2011,0.2458,0.5299,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1722,0.1427,0.1649,0.1471,0.118,0.1107,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.7,0.3464,0.1097,0.0,0.9455,0.8559,0.3464,0.0882,0.1615,0.1496,0.2458,0.0065,0.4389,dc029453,e9b19332,254a1505,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.0,0.0,0.3866,0.0903,0.0,0.0,0.2297,0.3866,0.1471,0.118,0.1441,0.2458,0.0073,0.4898,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.3592,0.3994,0.1732,0.1471,0.118,0.2543,0.2458,0.0073,0.2195,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.0903,0.0,0.7737,0.8559,0.3464,0.1471,0.118,0.2514,0.2458,0.0073,0.4389,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.8559,0.0,0.3464,0.0903,0.0,0.777,0.8559,0.3464,0.1471,0.118,0.2491,0.2458,0.0073,0.4389,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.3592,0.3994,0.1732,0.1471,0.118,0.2543,0.2458,0.0073,0.2195,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.69,0.1546,0.0903,0.0,0.7604,0.8559,0.1546,0.1471,0.118,0.2612,0.2458,0.0073,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.4355,0.3994,0.1732,0.0294,0.1118,0.1557,0.2458,0.0082,0.2195,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.51,0.3464,0.1032,0.0,0.7745,0.8559,0.3464,0.0588,0.1366,0.2509,0.2458,0.0074,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.4922,1.0,0.2134,0.0581,0.0,0.5445,0.4922,0.2134,0.0882,0.087,0.1489,0.2458,0.0041,0.2704,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3566,0.5,0.1546,0.0903,0.0,0.3228,0.3566,0.1546,0.1471,0.118,0.2507,0.2458,0.0073,0.1959,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.0,0.1267,0.1427,0.1649,0.1471,0.118,0.2612,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.0,0.0,0.3866,0.0903,0.0,0.0,0.2297,0.3866,0.1471,0.118,0.1441,0.2458,0.0073,0.4898,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.6,0.1161,0.1427,0.1649,0.0588,0.1056,0.3134,0.2458,0.5299,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,1,0,1,0.8559,0.23,0.1546,0.1484,0.0,0.8519,0.8559,0.1546,0.0,0.205,0.2,0.2458,0.0057,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.8559,1.0,0.3464,0.1032,0.0,0.7633,0.8559,0.3464,0.0588,0.1366,0.2591,0.2458,0.0074,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.68,0.1546,0.0903,0.0,0.9094,0.8559,0.1546,0.1471,0.118,0.1679,0.2458,0.0073,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3994,1.0,0.1732,0.0903,0.0,0.4589,0.3994,0.1732,0.1471,0.118,0.132,0.2458,0.0073,0.2195,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.129,0.0,0.8192,0.8559,0.3464,0.0588,0.1801,0.2204,0.2458,0.0149,0.4389,dc029453,e9b19332,254a1505,9ad4f36f,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.5,0.1649,0.0903,0.0,0.1555,0.1427,0.1649,0.0294,0.1118,0.1557,0.2458,0.0082,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3994,0.0,0.1732,0.0581,0.0,0.3938,0.3994,0.1732,0.0294,0.0807,0.2048,0.2458,0.0071,0.2195,0088407c,471c6c1b,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.43,0.1546,0.0903,0.0,0.8419,0.8559,0.1546,0.1471,0.118,0.2061,0.2458,0.0073,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.8559,1.0,0.1546,0.0581,0.4,0.7089,0.8559,0.1546,0.0882,0.0621,0.3027,0.2458,0.3447,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.8559,1.0,0.1546,0.129,0.0,0.8442,0.8559,0.1546,0.0588,0.1801,0.2046,0.2458,0.0149,0.1959,dc029453,e9b19332,254a1505,9ad4f36f,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.7,0.1546,0.0581,0.4,0.7027,0.8559,0.1546,0.0882,0.0621,0.308,0.2458,0.3447,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3994,0.0,0.1732,0.0581,0.0,0.4321,0.3994,0.1732,0.0294,0.0807,0.1593,0.2458,0.0071,0.2195,0088407c,471c6c1b,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3566,0.29,0.1546,0.0903,0.0,0.3479,0.3566,0.1546,0.0294,0.1118,0.2104,0.2458,0.0082,0.1959,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.0,0.1555,0.1427,0.1649,0.0294,0.1118,0.1557,0.2458,0.0082,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.129,0.0,0.7478,0.8559,0.3464,0.1176,0.1739,0.2709,0.2458,0.0083,0.4389,dc029453,e9b19332,254a1505,9ad4f36f,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.7,0.3464,0.1097,0.0,0.9455,0.8559,0.3464,0.0882,0.1615,0.1496,0.2458,0.0065,0.4389,dc029453,e9b19332,254a1505,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3566,1.0,0.1546,0.0903,0.0,0.3237,0.3566,0.1546,0.1471,0.118,0.2491,0.2458,0.0073,0.1959,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3566,1.0,0.1546,0.1484,0.6,0.4251,0.3566,0.1546,0.0882,0.1925,0.1161,0.2458,0.5254,0.1959,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.0581,0.0,0.8439,0.8559,0.3464,0.0294,0.0807,0.2048,0.2458,0.0071,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.79,0.3464,0.0903,0.0,0.8309,0.8559,0.3464,0.0294,0.1118,0.2129,0.2458,0.0082,0.4389,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.1546,0.0903,0.6,0.7883,0.8559,0.1546,0.0588,0.1056,0.2411,0.2458,0.5299,0.1959,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,1.0,0.1649,0.0903,0.0,0.1385,0.1427,0.1649,0.0294,0.1118,0.2129,0.2458,0.0082,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.5506,0.82,0.2392,0.129,0.0,0.5868,0.5506,0.2392,0.0588,0.1801,0.1664,0.2458,0.0149,0.3031,dc029453,e9b19332,254a1505,9ad4f36f,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,1.0,0.3464,0.0903,0.0,0.88,0.8559,0.3464,0.1471,0.118,0.1838,0.2458,0.0073,0.4389,dc029453,e9b19332,254a1505,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.0,0.0,0.3866,0.0903,0.0,0.0,0.0,0.3866,0.1471,0.118,0.1441,0.2458,0.0073,0.4898,0088407c,471c6c1b,1b71ea44,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.3994,0.38,0.3464,0.129,0.0,0.394,0.3994,0.3464,0.0588,0.1801,0.2046,0.2458,0.0149,0.4389,ab4271a7,46a2c293,1b71ea44,9ad4f36f,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
0,0,0,1,0.3994,0.0,0.1732,0.0581,0.0,0.4021,0.3994,0.1732,0.0882,0.087,0.1943,0.2458,0.0041,0.2195,0088407c,471c6c1b,1b71ea44,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,0
1,0,0,1,0.8559,0.51,0.3464,0.1032,0.0,0.7745,0.8559,0.3464,0.0588,0.1366,0.2509,0.2458,0.0074,0.4389,dc029453,e9b19332,254a1505,19ca07d9,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.8559,0.7,0.1546,0.1097,0.0,0.9455,0.8559,0.1546,0.0882,0.1615,0.1496,0.2458,0.0065,0.1959,dc029453,e9b19332,254a1505,0f68baf6,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
1,0,0,1,0.1427,0.99,0.1649,0.0903,0.0,0.1279,0.1427,0.1649,0.1471,0.118,0.2561,0.2458,0.0073,0.209,1139858f,4eb42ee6,6dfa5bce,31f4786e,d57eeeda,21cb6e7e,86d52c71,a5c0bd39,4d8e93e8,user_5e7e0eca,1
